Runtime (em: downsample): 1.6689300537109375e-06
Runtime (cy: downsample): 2.379638195037842
Runtime (cy (older): downsample): 6.9141387939453125e-06
         879806 function calls (864749 primitive calls) in 3.646 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 __init__.py:2222(EntryPoint)
       34    0.000    0.000    0.000    0.000 __init__.py:223(_releaseLock)
        1    0.000    0.000    0.000    0.000 __init__.py:225(c_byte)
        1    0.000    0.000    0.020    0.020 __init__.py:228(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:228(_is_writable_dir)
        8    0.000    0.000    0.000    0.000 __init__.py:228(u)
        1    0.000    0.000    0.000    0.000 __init__.py:23(ConvergenceWarning)
      164    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_char)
        1    0.000    0.000    0.000    0.000 __init__.py:231(Error)
       55    0.000    0.000    0.000    0.000 __init__.py:231(u_safe)
        1    0.000    0.000    0.000    0.000 __init__.py:234(LogRecord)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char_p)
      202    0.001    0.000    0.030    0.000 __init__.py:2357(_version_from_file)
        1    0.000    0.000    0.000    0.000 __init__.py:236(<listcomp>)
      606    0.000    0.000    0.001    0.000 __init__.py:2362(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:2369(Distribution)
      250    0.000    0.000    0.010    0.000 __init__.py:2373(__init__)
      250    0.002    0.000    0.045    0.000 __init__.py:2385(from_location)
        1    0.000    0.000    0.004    0.004 __init__.py:24(<module>)
       48    0.000    0.000    0.000    0.000 __init__.py:2402(_reload_version)
        1    0.000    0.000    0.000    0.000 __init__.py:241(c_void_p)
      750    0.001    0.000    0.001    0.000 __init__.py:2444(key)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_bool)
        1    0.000    0.000    0.000    0.000 __init__.py:248(NoSuchProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:250(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_wchar_p)
       69    0.000    0.000    0.000    0.000 __init__.py:252(set_function_name)
      934    0.002    0.000    0.024    0.000 __init__.py:2530(_get_metadata)
      125    0.000    0.000    0.010    0.000 __init__.py:2535(activate)
        1    0.000    0.000    0.001    0.001 __init__.py:254(get_supported_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:256(c_wchar)
        1    0.000    0.000    0.000    0.000 __init__.py:257(Verbose)
      780    0.001    0.000    0.001    0.000 __init__.py:2571(__getattr__)
        6    0.000    0.000    0.001    0.000 __init__.py:2577(from_filename)
        1    0.000    0.000    0.000    0.000 __init__.py:259(_reset_cache)
        1    0.000    0.000    0.049    0.049 __init__.py:26(<module>)
      125    0.000    0.000    0.001    0.000 __init__.py:2616(insert_on)
        1    0.000    0.000    0.000    0.000 __init__.py:263(<listcomp>)
      125    0.000    0.000    0.001    0.000 __init__.py:2642(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:266(ZombieProcess)
        1    0.000    0.000    0.000    0.000 __init__.py:2726(EggInfoDistribution)
      202    0.001    0.000    0.031    0.000 __init__.py:2728(_reload_version)
        1    0.000    0.000    0.000    0.000 __init__.py:2746(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 __init__.py:281(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2813(RequirementParseError)
        1    0.000    0.000    0.000    0.000 __init__.py:2838(Requirement)
        2    0.000    0.000    0.000    0.000 __init__.py:285(set_level)
       20    0.000    0.000    0.000    0.000 __init__.py:2892(_get_mro)
        1    0.000    0.000    0.000    0.000 __init__.py:290(AccessDenied)
       20    0.000    0.000    0.000    0.000 __init__.py:2901(_find_adapter)
        1    0.000    0.000    0.000    0.000 __init__.py:292(_CountryTimezoneDict)
        1    0.000    0.000    0.000    0.000 __init__.py:296(set_fileo)
        2    0.000    0.000    0.069    0.035 __init__.py:2970(_call_aside)
        1    0.000    0.000    0.000    0.000 __init__.py:2975(_initialize)
        1    0.000    0.000    0.069    0.069 __init__.py:2985(_initialize_master_working_set)
        4    0.000    0.000    0.275    0.069 __init__.py:3(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:302(loads)
        1    0.000    0.000    0.000    0.000 __init__.py:307(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 __init__.py:311(CDLL)
       10    0.000    0.000    0.000    0.000 __init__.py:313(report)
        1    0.000    0.000    0.000    0.000 __init__.py:323(add_metaclass)
        4    0.000    0.000    0.000    0.000 __init__.py:324(wrap)
        1    0.000    0.000    0.000    0.000 __init__.py:325(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:325(wrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:328(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:332(VersionConflict)
        6    0.000    0.000    0.000    0.000 __init__.py:335(_assert_pid_not_reused)
        3    0.000    0.000    0.000    0.000 __init__.py:335(wrapper)
        2    0.000    0.000    0.000    0.000 __init__.py:338(_FuncPtr)
        1    0.000    0.000    0.174    0.174 __init__.py:341(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:347(Process)
       10    0.000    0.000    0.000    0.000 __init__.py:347(ge)
        6    0.000    0.000    0.117    0.020 __init__.py:35(load_module)
        1    0.000    0.000    0.000    0.000 __init__.py:350(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 __init__.py:353(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:354(__getattr__)
      115    0.002    0.000    0.077    0.001 __init__.py:356(namedtuple)
        1    0.000    0.000    0.000    0.000 __init__.py:361(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:364(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 __init__.py:367(PyDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:372(OrderedDefaultdict)
        1    0.000    0.000    0.000    0.000 __init__.py:373(PercentStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:375(_FixedOffset)
        1    0.000    0.000    0.000    0.000 __init__.py:377(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:379(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:388(StrFormatStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:397(StringTemplateStyle)
        7    0.000    0.000    0.050    0.007 __init__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:401(is_platform_windows)
        1    0.000    0.000    0.000    0.000 __init__.py:404(UnknownExtra)
        1    0.000    0.000    0.000    0.000 __init__.py:407(LibraryLoader)
        2    0.000    0.000    0.000    0.000 __init__.py:408(__init__)
        2    0.000    0.000    0.013    0.006 __init__.py:41(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:418(register_loader_type)
      517    0.000    0.000    0.001    0.000 __init__.py:419(<genexpr>)
      517    0.000    0.000    0.001    0.000 __init__.py:421(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:421(Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:441(_macosx_vers)
        2    0.000    0.000    0.023    0.012 __init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:455(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 __init__.py:461(get_build_platform)
        1    0.000    0.000    0.000    0.000 __init__.py:465(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:472(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 __init__.py:473(CFunctionType)
        5    0.000    0.000    0.000    0.000 __init__.py:480(cast)
        1    0.000    0.000    0.000    0.000 __init__.py:496(checkdep_usetex)
        4    0.000    0.000    0.759    0.190 __init__.py:5(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        2    0.000    0.000    0.051    0.026 __init__.py:52(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:540(_get_home)
        1    0.000    0.000    0.002    0.002 __init__.py:56(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:578(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:594(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:597(_get_xdg_config_dir)
        1    0.000    0.000    0.029    0.029 __init__.py:6(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:602(IResourceProvider)
        7    0.000    0.000    0.000    0.000 __init__.py:61(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:61(<listcomp>)
        1    0.000    0.000    0.002    0.002 __init__.py:625(_get_config_or_cache_dir)
        7    0.000    0.000    0.000    0.000 __init__.py:63(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:630(WorkingSet)
        1    0.000    0.000    0.082    0.082 __init__.py:632(<module>)
        1    0.000    0.000    0.030    0.030 __init__.py:633(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:636(Filter)
        1    0.000    0.000    0.000    0.000 __init__.py:64(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:64(install)
        1    0.000    0.000    0.030    0.030 __init__.py:646(_build_master)
        1    0.000    0.000    0.000    0.000 __init__.py:648(<listcomp>)
        1    0.000    0.000    0.002    0.002 __init__.py:660(_get_configdir)
        1    0.000    0.000    0.000    0.000 __init__.py:673(Filterer)
       35    0.000    0.000    0.000    0.000 __init__.py:678(__init__)
       20    0.000    0.000    0.059    0.003 __init__.py:688(add_entry)
        1    0.000    0.000    0.000    0.000 __init__.py:697(_decode_filesystem_path)
        3    0.000    0.000    0.041    0.014 __init__.py:7(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:704(_get_data_path)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        8    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 __init__.py:745(_addHandlerRef)
      126    0.000    0.000    0.000    0.000 __init__.py:746(__iter__)
        1    0.000    0.000    0.000    0.000 __init__.py:747(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 __init__.py:755(Handler)
      250    0.001    0.000    0.003    0.000 __init__.py:763(add)
        1    0.000    0.000    0.000    0.000 __init__.py:764(__init__)
        1    0.000    0.000    0.002    0.002 __init__.py:781(matplotlib_fname)
        1    0.000    0.000    0.000    0.000 __init__.py:793(createLock)
        2    0.000    0.000    0.003    0.001 __init__.py:8(<module>)
        2    0.000    0.000    0.014    0.007 __init__.py:88(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:885(RcParams)
        1    0.000    0.000    0.000    0.000 __init__.py:89(PEP440Warning)
      285    0.000    0.000    0.000    0.000 __init__.py:894(<genexpr>)
        3    0.000    0.000    0.003    0.001 __init__.py:9(<module>)
        3    0.000    0.000    0.007    0.002 __init__.py:905(__init__)
      572    0.001    0.000    0.007    0.000 __init__.py:909(__setitem__)
       10    0.000    0.000    0.000    0.000 __init__.py:934(__getitem__)
        1    0.000    0.000    0.000    0.000 __init__.py:944(StreamHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:96(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 __init__.py:962(update)
        1    0.000    0.000    0.004    0.004 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:975(subscribe)
      125    0.000    0.000    0.000    0.000 __init__.py:989(_added_new)
        1    0.000    0.000    0.000    0.000 __init__.py:99(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:1(<module>)
      6/2    0.000    0.000    0.001    0.001 _apipkg.py:110(__makeattr)
        2    0.000    0.000    0.000    0.000 _apipkg.py:14(_py_abspath)
        4    0.000    0.000    0.000    0.000 _apipkg.py:150(AliasModule)
        4    0.000    0.000    0.000    0.000 _apipkg.py:161(AliasModule)
        1    0.000    0.000    0.000    0.000 _apipkg.py:25(initpkg)
        1    0.000    0.000    0.000    0.000 _apipkg.py:38(<listcomp>)
        1    0.000    0.000    0.001    0.001 _apipkg.py:47(importobj)
        1    0.000    0.000    0.000    0.000 _apipkg.py:58(ApiModule)
        1    0.000    0.000    0.000    0.000 _apipkg.py:65(__docset)
     10/1    0.000    0.000    0.000    0.000 _apipkg.py:69(__init__)
        1    0.000    0.000    0.000    0.000 _apipkg.py:7(<module>)
       10    0.000    0.000    0.000    0.000 _apipkg.py:71(<listcomp>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:14(Storage)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:179(AdaptiveStepsize)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:246(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:260(MinimizerWrapper)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:276(Metropolis)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:36(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 _binary.py:14(<module>)
        1    0.000    0.000    0.001    0.001 _binned_statistic.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _bootlocale.py:23(getpreferredencoding)
        1    0.000    0.000    0.044    0.044 _bvp.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _bvp.py:519(BVPResult)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:271(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
       38    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       24    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.001    0.001 _color_data.py:1(<module>)
       11    0.000    0.000    0.000    0.000 _color_data.py:34(<genexpr>)
        1    0.000    0.000    0.000    0.000 _color_data.py:995(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:117(NicDuplex)
        6    0.000    0.000    0.000    0.000 _common.py:12(tzname_in_python2)
        1    0.000    0.000    0.000    0.000 _common.py:129(BatteryTime)
        1    0.000    0.000    0.000    0.000 _common.py:219(tzrangebase)
        2    0.000    0.000    0.000    0.000 _common.py:250(memoize)
        6    0.000    0.000    0.000    0.000 _common.py:282(memoize_when_activated)
        1    0.000    0.000    0.000    0.000 _common.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:432(deprecated_method)
        1    0.000    0.000    0.000    0.000 _common.py:436(outer)
        1    0.000    0.000    0.010    0.010 _common.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:5(weekday)
       14    0.000    0.000    0.000    0.000 _common.py:8(__init__)
