Runtime (em: downsample): 1.6689300537109375e-06
Runtime (cy: downsample): 2.379638195037842
Runtime (cy (older): downsample): 6.9141387939453125e-06
         879806 function calls (864749 primitive calls) in 3.646 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.002    0.002 fontconfig_pattern.py:71(__init__)
        1    0.000    0.000    0.000    0.000 forest.py:1129(ExtraTreesClassifier)
        1    0.000    0.000    0.000    0.000 forest.py:127(BaseForest)
        1    0.000    0.000    0.000    0.000 forest.py:1334(ExtraTreesRegressor)
        1    0.000    0.000    0.000    0.000 forest.py:1511(RandomTreesEmbedding)
        1    0.000    0.000    0.001    0.001 forest.py:33(<module>)
        1    0.000    0.000    0.000    0.000 forest.py:378(ForestClassifier)
        1    0.000    0.000    0.000    0.000 forest.py:637(ForestRegressor)
        1    0.000    0.000    0.000    0.000 forest.py:744(RandomForestClassifier)
        1    0.000    0.000    0.000    0.000 forest.py:951(RandomForestRegressor)
        1    0.000    0.000    0.000    0.000 format.py:1353(CSVFormatter)
        1    0.000    0.000    0.000    0.000 format.py:144(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 format.py:149(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1609(ExcelCell)
        1    0.000    0.000    0.000    0.000 format.py:1632(ExcelFormatter)
        1    0.000    0.000    0.000    0.000 format.py:1937(GenericArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2003(FloatArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2138(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2145(Datetime64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:2170(PeriodArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2184(CategoricalArrayFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2315(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 format.py:2329(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 format.py:2461(detect_console_encoding)
        1    0.000    0.000    0.000    0.000 format.py:2532(EngFormatter)
        1    0.000    0.000    0.000    0.000 format.py:274(TextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:289(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 format.py:322(TableFormatter)
        1    0.000    0.000    0.000    0.000 format.py:343(DataFrameFormatter)
        1    0.000    0.000    0.388    0.388 format.py:5(<module>)
        1    0.000    0.000    0.000    0.000 format.py:805(LatexFormatter)
        1    0.000    0.000    0.000    0.000 format.py:91(CategoricalFormatter)
        1    0.000    0.000    0.000    0.000 format.py:919(HTMLFormatter)
        2    0.000    0.000    0.000    0.000 format_stack.py:12(<module>)
        1    0.000    0.000    0.107    0.107 frame.py:10(<module>)
        2    0.000    0.000    0.001    0.001 frame.py:1835(transpose)
        2    0.000    0.000    0.002    0.001 frame.py:1953(_ixs)
        2    0.000    0.000    0.003    0.001 frame.py:2035(__getitem__)
        1    0.000    0.000    0.002    0.002 frame.py:204(DataFrame)
        2    0.000    0.000    0.003    0.001 frame.py:2078(_getitem_array)
        7    0.000    0.000    0.000    0.000 frame.py:241(_constructor)
       11    0.000    0.000    0.006    0.001 frame.py:252(__init__)
        4    0.000    0.000    0.005    0.001 frame.py:349(_init_dict)
        1    0.000    0.000    0.000    0.000 frame.py:35(SparseDataFrame)
       22    0.000    0.000    0.000    0.000 frame.py:363(<genexpr>)
        1    0.000    0.000    0.002    0.002 frame.py:4(<module>)
        2    0.000    0.000    0.000    0.000 frame.py:400(<listcomp>)
        2    0.000    0.000    0.001    0.001 frame.py:404(_init_ndarray)
        2    0.000    0.000    0.000    0.000 frame.py:421(_get_axes)
        1    0.000    0.000    0.000    0.000 frame.py:484(shape)
        4    0.000    0.000    0.004    0.001 frame.py:5391(_arrays_to_mgr)
        2    0.000    0.000    0.000    0.000 frame.py:5411(extract_index)
        2    0.000    0.000    0.000    0.000 frame.py:5463(_prep_ndarray)
        4    0.000    0.000    0.001    0.000 frame.py:5689(_homogenize)
        2    0.000    0.000    0.000    0.000 frame.py:769(__len__)
        6    0.000    0.000    0.000    0.000 framework.py:19(framework_info)
        1    0.000    0.000    0.001    0.001 framework.py:3(<module>)
        1    0.000    0.000    0.004    0.004 frequencies.py:1(<module>)
        8    0.000    0.000    0.000    0.000 frequencies.py:1147(<genexpr>)
        1    0.000    0.000    0.000    0.000 frequencies.py:26(FreqGroup)
        1    0.000    0.000    0.000    0.000 frequencies.py:49(Resolution)
        1    0.000    0.000    0.000    0.000 frequencies.py:68(<listcomp>)
        1    0.000    0.000    0.000    0.000 frequencies.py:735(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 frequencies.py:82(<listcomp>)
        1    0.000    0.000    0.000    0.000 frequencies.py:964(_TimedeltaFrequencyInferer)
        1    0.000    0.000    0.000    0.000 from_model.py:146(SelectFromModel)
        1    0.000    0.000    0.000    0.000 from_model.py:4(<module>)
        1    0.000    0.000    0.000    0.000 from_model.py:81(_LearntSelectorMixin)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1364(ravel)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1471(nonzero)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:1594(compress)
     3756    0.003    0.000    0.015    0.000 fromnumeric.py:1866(any)
        3    0.000    0.000    0.000    0.000 fromnumeric.py:1953(all)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:2388(prod)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3(<module>)
        2    0.000    0.000    0.002    0.001 fromnumeric.py:42(_wrapit)
        4    0.000    0.000    0.002    0.001 fromnumeric.py:458(swapaxes)
        8    0.000    0.000    0.002    0.000 fromnumeric.py:55(_wrapfunc)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:826(argsort)
        2    0.000    0.000    0.002    0.001 func_inspect.py:3(<module>)
        1    0.000    0.000    0.000    0.000 funcsigs.py:179(_void)
        1    0.000    0.000    0.000    0.000 funcsigs.py:183(_empty)
        1    0.000    0.000    0.000    0.000 funcsigs.py:187(_ParameterKind)
        5    0.000    0.000    0.000    0.000 funcsigs.py:188(__new__)
        1    0.000    0.000    0.000    0.000 funcsigs.py:207(Parameter)
        1    0.000    0.000    0.000    0.000 funcsigs.py:347(BoundArguments)
        1    0.000    0.000    0.000    0.000 funcsigs.py:444(Signature)
        1    0.000    0.000    0.000    0.000 funcsigs.py:6(<module>)
        1    0.000    0.000    0.001    0.001 function.py:19(<module>)
        2    0.000    0.000    0.000    0.000 function.py:250(validate_transpose_for_generic)
        1    0.000    0.000    0.000    0.000 function.py:29(CompatValidator)
       21    0.000    0.000    0.000    0.000 function.py:30(__init__)
       14    0.000    0.000    0.000    0.000 function.py:37(__call__)
        2    0.000    0.000    0.001    0.000 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:13(_index_deprecate)
        2    0.000    0.000    0.000    0.000 function_base.py:1709(diff)
        4    0.000    0.000    0.000    0.000 function_base.py:2051(trim_zeros)
       18    0.000    0.000    0.000    0.000 function_base.py:212(iterable)
        1    0.000    0.000    0.000    0.000 function_base.py:2364(vectorize)
        1    0.000    0.000    0.000    0.000 function_base.py:25(linspace)
      435    0.001    0.000    0.001    0.000 function_base.py:2516(__init__)
        2    0.001    0.000    0.063    0.031 function_base.py:2548(__call__)
        2    0.000    0.000    0.000    0.000 function_base.py:2578(_get_ufunc_and_otypes)
        2    0.000    0.000    0.000    0.000 function_base.py:2600(<listcomp>)
       18    0.000    0.000    0.000    0.000 function_base.py:2601(<genexpr>)
        2    0.000    0.000    0.000    0.000 function_base.py:2605(<listcomp>)
        2    0.000    0.000    0.000    0.000 function_base.py:2629(<listcomp>)
        2    0.019    0.010    0.062    0.031 function_base.py:2639(_vectorize_call)
        2    0.000    0.000    0.000    0.000 function_base.py:2649(<listcomp>)
      281    0.000    0.000    0.002    0.000 function_base.py:4361(add_newdoc)
        2    0.000    0.000    0.000    0.000 functools.py:193(total_ordering)
        2    0.000    0.000    0.000    0.000 functools.py:196(<listcomp>)
      212    0.001    0.000    0.002    0.000 functools.py:44(update_wrapper)
        6    0.000    0.000    0.000    0.000 functools.py:449(lru_cache)
        6    0.000    0.000    0.000    0.000 functools.py:480(decorating_function)
      194    0.000    0.000    0.000    0.000 functools.py:74(wraps)
        1    0.000    0.000    0.002    0.002 functoolz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functoolz.py:126(InstanceProperty)
        7    0.000    0.000    0.000    0.000 functoolz.py:131(__init__)
        6    0.000    0.000    0.000    0.000 functoolz.py:136(__get__)
        1    0.000    0.000    0.000    0.000 functoolz.py:146(curry)
       35    0.000    0.000    0.000    0.000 functoolz.py:15(identity)
        3    0.000    0.000    0.000    0.000 functoolz.py:174(__init__)
        2    0.000    0.000    0.000    0.000 functoolz.py:208(func)
        2    0.000    0.000    0.000    0.000 functoolz.py:251(args)
        2    0.000    0.000    0.000    0.000 functoolz.py:255(keywords)
        2    0.000    0.000    0.000    0.000 functoolz.py:269(__hash__)
       35    0.000    0.000    0.008    0.000 functoolz.py:281(__call__)
        1    0.000    0.000    0.000    0.000 functoolz.py:452(Compose)
        1    0.000    0.000    0.000    0.000 functoolz.py:572(juxt)
        1    0.000    0.000    0.000    0.000 functoolz.py:664(excepts)
        9    0.000    0.000    0.000    0.000 functoolz.py:97(instanceproperty)
        1    0.000    0.000    0.000    0.000 gaussian_process.py:62(GaussianProcess)
        1    0.000    0.000    0.001    0.001 gaussian_process.py:7(<module>)
        1    0.000    0.000    0.004    0.004 gbq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gbq.py:104(InvalidPageToken)
        1    0.000    0.000    0.000    0.000 gbq.py:112(InvalidSchema)
        1    0.000    0.000    0.000    0.000 gbq.py:121(NotFoundException)
        1    0.000    0.000    0.000    0.000 gbq.py:129(StreamingInsertError)
        1    0.000    0.000    0.000    0.000 gbq.py:137(TableCreationError)
        1    0.000    0.000    0.000    0.000 gbq.py:144(GbqConnector)
        1    0.000    0.000    0.000    0.000 gbq.py:67(InvalidPrivateKeyFormat)
        1    0.000    0.000    0.000    0.000 gbq.py:74(AccessDenied)
        1    0.000    0.000    0.000    0.000 gbq.py:81(DatasetCreationError)
        1    0.000    0.000    0.000    0.000 gbq.py:873(_Table)
        1    0.000    0.000    0.000    0.000 gbq.py:88(GenericGBQException)
        1    0.000    0.000    0.000    0.000 gbq.py:95(InvalidColumnOrder)
        1    0.000    0.000    0.000    0.000 gbq.py:976(_Dataset)
        2    0.000    0.000    0.000    0.000 generator_factory.py:12(generator_factory)
        1    0.000    0.000    0.000    0.000 generator_factory.py:8(<module>)
        1    0.000    0.000    0.001    0.001 generic.py:1(<module>)
       16    0.000    0.000    0.000    0.000 generic.py:114(__init__)
        4    0.000    0.000    0.000    0.000 generic.py:131(_validate_dtype)
        5    0.000    0.000    0.000    0.000 generic.py:1340(_create_indexer)
        4    0.000    0.000    0.000    0.000 generic.py:1348(_indexer)
        5    0.000    0.000    0.000    0.000 generic.py:144(_init_mgr)
        5    0.000    0.000    0.000    0.000 generic.py:1503(_set_is_copy)
        5    0.000    0.000    0.004    0.001 generic.py:1650(take)
        4    0.000    0.000    0.000    0.000 generic.py:199(_setup_axes)
        1    0.000    0.000    0.010    0.010 generic.py:2(<module>)
       14    0.000    0.000    0.000    0.000 generic.py:218(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic.py:221(<genexpr>)
       10    0.000    0.000    0.000    0.000 generic.py:243(set_axis)
        1    0.000    0.000    0.001    0.001 generic.py:2487(sample)
        2    0.000    0.000    0.000    0.000 generic.py:266(_construct_axes_dict_from)
        2    0.000    0.000    0.000    0.000 generic.py:269(<listcomp>)
        7    0.000    0.000    0.000    0.000 generic.py:2713(__finalize__)
        9    0.000    0.000    0.000    0.000 generic.py:2730(__getattr__)
       23    0.000    0.000    0.000    0.000 generic.py:2746(__setattr__)
        9    0.000    0.000    0.000    0.000 generic.py:2785(_protect_consolidate)
        9    0.000    0.000    0.000    0.000 generic.py:2795(_consolidate_inplace)
        9    0.000    0.000    0.000    0.000 generic.py:2798(f)
        2    0.000    0.000    0.000    0.000 generic.py:280(_construct_axes_from_arguments)
        4    0.000    0.000    0.000    0.000 generic.py:2868(as_matrix)
        4    0.000    0.000    0.000    0.000 generic.py:2910(values)
        2    0.000    0.000    0.001    0.000 generic.py:2952(dtypes)
        2    0.000    0.000    0.000    0.000 generic.py:312(<listcomp>)
       10    0.000    0.000    0.000    0.000 generic.py:327(_get_axis_number)
       22    0.000    0.000    0.000    0.000 generic.py:340(_get_axis_name)
       18    0.000    0.000    0.000    0.000 generic.py:353(_get_axis)
        5    0.000    0.000    0.000    0.000 generic.py:357(_get_block_manager_axis)
        2    0.000    0.000    0.000    0.000 generic.py:401(_info_axis)
        4    0.000    0.000    0.000    0.000 generic.py:421(ndim)
        2    0.000    0.000    0.001    0.001 generic.py:471(transpose)
        2    0.000    0.000    0.000    0.000 generic.py:477(<listcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:479(<listcomp>)
        2    0.000    0.000    0.000    0.000 generic.py:486(<listcomp>)
        1    0.000    0.000    0.000    0.000 generic.py:53(_ABCGeneric)
        4    0.000    0.000    0.003    0.001 generic.py:5347(_add_numeric_operations)
        1    0.000    0.000    0.000    0.000 generic.py:5469(_add_series_only_operations)
        2    0.000    0.000    0.005    0.003 generic.py:5489(_add_series_or_dataframe_operations)
        5    0.000    0.000    0.000    0.000 generic.py:5528(_doc_parms)
        5    0.000    0.000    0.000    0.000 generic.py:5530(<listcomp>)
       33    0.000    0.000    0.001    0.000 generic.py:5617(_make_stat_function)
       12    0.000    0.000    0.000    0.000 generic.py:5637(_make_stat_function_ddof)
       16    0.000    0.000    0.000    0.000 generic.py:5657(_make_cum_function)
        8    0.000    0.000    0.000    0.000 generic.py:5692(_make_logical_function)
       17    0.001    0.000    0.001    0.000 generic.py:6(create_pandas_abc_type)
      397    0.000    0.000    0.000    0.000 generic.py:7(_check)
        1    0.000    0.000    0.002    0.002 generic.py:94(NDFrame)
        3    0.000    0.000    0.004    0.001 generic_helper.py:2(<module>)
      250    0.001    0.000    0.001    0.000 genericpath.py:117(_splitext)
      260    0.000    0.000    0.003    0.000 genericpath.py:16(exists)
       69    0.000    0.000    0.001    0.000 genericpath.py:27(isfile)
      260    0.000    0.000    0.003    0.000 genericpath.py:39(isdir)
        2    0.000    0.000    0.013    0.007 getlimits.py:129(_init)
       24    0.000    0.000    0.000    0.000 getlimits.py:13(_frz)
        4    0.000    0.000    0.000    0.000 getlimits.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 getlimits.py:151(<lambda>)
       12    0.000    0.000    0.000    0.000 getlimits.py:152(<lambda>)
       10    0.000    0.000    0.000    0.000 getlimits.py:153(<lambda>)
        1    0.000    0.000    0.000    0.000 getlimits.py:198(iinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:25(finfo)
       43    0.000    0.000    0.000    0.000 getlimits.py:250(__init__)
        9    0.000    0.000    0.000    0.000 getlimits.py:261(min)
       32    0.000    0.000    0.000    0.000 getlimits.py:275(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
       27    0.000    0.000    0.013    0.000 getlimits.py:96(__new__)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.001    0.001 gpc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gpc.py:35(_BinaryGaussianProcessClassifierLaplace)
        1    0.000    0.000    0.000    0.000 gpc.py:439(GaussianProcessClassifier)
        1    0.000    0.000    0.022    0.022 gpr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gpr.py:20(GaussianProcessRegressor)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:106(LogOddsEstimator)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:1265(GradientBoostingClassifier)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:131(ScaledLogOddsEstimator)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:136(PriorProbabilityEstimator)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:154(ZeroEstimator)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:1634(GradientBoostingRegressor)
        1    0.000    0.000    0.003    0.003 gradient_boosting.py:17(<module>)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:175(LossFunction)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:264(RegressionLossFunction)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:274(LeastSquaresError)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:305(LeastAbsoluteError)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:331(HuberLossFunction)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:400(QuantileLossFunction)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:448(ClassificationLossFunction)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:466(BinomialDeviance)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:530(MultinomialDeviance)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:594(ExponentialLoss)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:664(VerboseReporter)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:68(QuantileEstimator)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:718(BaseGradientBoosting)
        1    0.000    0.000    0.000    0.000 gradient_boosting.py:90(MeanEstimator)
        1    0.000    0.000    0.001    0.001 graph.py:1(<module>)
        1    0.000    0.000    0.115    0.115 groupby.py:1(<module>)
        6    0.000    0.000    0.000    0.000 groupby.py:103(_groupby_function)
        1    0.000    0.000    0.000    0.000 groupby.py:1532(BaseGrouper)
        1    0.000    0.000    0.000    0.000 groupby.py:156(Grouper)
        1    0.000    0.000    0.000    0.000 groupby.py:2045(BinGrouper)
        1    0.000    0.000    0.000    0.000 groupby.py:2158(Grouping)
       45    0.000    0.000    0.000    0.000 groupby.py:2518(_whitelist_method_generator)
        1    0.000    0.000    0.001    0.001 groupby.py:2579(SeriesGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3106(NDFrameGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:315(GroupByPlot)
        1    0.000    0.000    0.000    0.000 groupby.py:337(_GroupBy)
        1    0.000    0.000    0.001    0.001 groupby.py:3691(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3895(PanelGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3985(NDArrayGroupBy)
        1    0.000    0.000    0.000    0.000 groupby.py:3993(DataSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4039(ArraySplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4043(SeriesSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4049(FrameSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4074(NDFrameSplitter)
        1    0.000    0.000    0.000    0.000 groupby.py:4335(_KeyMapper)
        1    0.000    0.000    0.001    0.001 groupby.py:922(GroupBy)
        1    0.000    0.000    0.000    0.000 gzip.py:110(GzipFile)
        2    0.000    0.000    0.000    0.000 gzip.py:123(__init__)
        6    0.000    0.000    0.017    0.003 gzip.py:271(read)
        8    0.000    0.000    0.000    0.000 gzip.py:298(closed)
        2    0.000    0.000    0.000    0.000 gzip.py:302(close)
        1    0.000    0.000    0.000    0.000 gzip.py:377(_GzipReader)
        2    0.000    0.000    0.000    0.000 gzip.py:378(__init__)
        6    0.000    0.000    0.000    0.000 gzip.py:385(_init_read)
        4    0.000    0.000    0.000    0.000 gzip.py:389(_read_exact)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        6    0.000    0.000    0.000    0.000 gzip.py:405(_read_gzip_header)
       44    0.000    0.000    0.016    0.000 gzip.py:438(read)
       40    0.000    0.000    0.002    0.000 gzip.py:489(_add_read_data)
        2    0.000    0.000    0.000    0.000 gzip.py:493(_read_eof)
        1    0.000    0.000    0.000    0.000 gzip.py:69(_PaddedFile)
        2    0.000    0.000    0.000    0.000 gzip.py:74(__init__)
       64    0.000    0.000    0.000    0.000 gzip.py:80(read)
        6    0.000    0.000    0.000    0.000 gzip.py:93(prepend)
        1    0.000    0.000    0.000    0.000 hamming_distance.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hamming_distance.py:8(HammingDistance)
        1    0.000    0.000    0.000    0.000 hashing.py:160(NumpyHasher)
        1    0.000    0.000    0.000    0.000 hashing.py:161(NumpyHasher)
        1    0.000    0.000    0.000    0.000 hashing.py:26(_ConsistentSet)
        1    0.000    0.000    0.000    0.000 hashing.py:27(_ConsistentSet)
        2    0.000    0.000    0.001    0.000 hashing.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hashing.py:44(_MyHash)
        1    0.000    0.000    0.000    0.000 hashing.py:45(_MyHash)
        1    0.000    0.000    0.000    0.000 hashing.py:51(Hasher)
        1    0.000    0.000    0.000    0.000 hashing.py:52(Hasher)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.003    0.003 hashlib.py:54(<module>)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.004    0.004 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 helper.py:230(_FFTCache)
        2    0.000    0.000    0.000    0.000 helper.py:251(__init__)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1815(Hermite)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1812(HermiteE)
        1    0.000    0.000    0.000    0.000 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 html.py:147(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:380(_BeautifulSoupHtml5LibFrameParser)
        1    0.000    0.000    0.000    0.000 html.py:4(<module>)
        1    0.000    0.000    0.000    0.000 html.py:480(_LxmlFrameParser)
        1    0.000    0.000    0.000    0.000 huber.py:125(HuberRegressor)
        1    0.000    0.000    0.000    0.000 huber.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hybrid_similarity_measure.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hybrid_similarity_measure.py:6(HybridSimilarityMeasure)
        1    0.000    0.000    0.000    0.000 iforest.py:25(IsolationForest)
        1    0.000    0.000    0.000    0.000 iforest.py:5(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:114(NullImporter)
        1    0.000    0.000    0.000    0.000 imp.py:133(_HackedGetData)
        1    0.000    0.000    0.000    0.000 imp.py:161(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
        1    0.000    0.000    0.000    0.000 imputation.py:4(<module>)
        1    0.000    0.000    0.000    0.000 imputation.py:64(Imputer)
        1    0.000    0.000    0.000    0.000 index.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index.py:1(Index)
        1    0.000    0.000    0.000    0.000 index.py:158(DatetimeIndex)
        2    0.000    0.000    0.351    0.176 index.py:2(<module>)
        4    0.000    0.000    0.000    0.000 index.py:209(_join_i8_wrapper)
       21    0.000    0.000    0.000    0.000 index.py:63(_field_accessor)
        6    0.000    0.000    0.000    0.000 index.py:96(_dt_index_cmp)
        1    0.000    0.000    0.003    0.003 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:148(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:223(AxisConcatenator)
        2    0.000    0.000    0.000    0.000 index_tricks.py:231(_retval)
        3    0.000    0.000    0.000    0.000 index_tricks.py:242(__init__)
        2    0.000    0.000    0.000    0.000 index_tricks.py:251(__getitem__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:352(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:452(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:470(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:475(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:525(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:603(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:647(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        2    0.000    0.000    0.002    0.001 indexing.py:104(_get_loc)
        2    0.000    0.000    0.001    0.000 indexing.py:1116(_convert_to_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1261(_IXIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1299(_LocationIndexer)
        2    0.000    0.000    0.003    0.001 indexing.py:1302(__getitem__)
        1    0.000    0.000    0.000    0.000 indexing.py:1342(_LocIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1486(_iLocIndexer)
        2    0.000    0.000    0.000    0.000 indexing.py:1545(_is_valid_list_like)
        2    0.000    0.000    0.003    0.001 indexing.py:1599(_getitem_axis)
        1    0.000    0.000    0.000    0.000 indexing.py:1649(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1684(_AtIndexer)
        1    0.000    0.000    0.000    0.000 indexing.py:1716(_iAtIndexer)
        2    0.000    0.000    0.000    0.000 indexing.py:1769(convert_to_index_sliceable)
        5    0.000    0.000    0.000    0.000 indexing.py:1857(maybe_convert_indices)
        2    0.000    0.000    0.000    0.000 indexing.py:1893(is_nested_tuple)
        4    0.000    0.000    0.000    0.000 indexing.py:1907(is_list_like_indexer)
        2    0.000    0.000    0.000    0.000 indexing.py:192(_convert_scalar_indexer)
        1    0.000    0.000    0.000    0.000 indexing.py:27(get_indexers_list)
        1    0.000    0.000    0.003    0.003 indexing.py:3(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:42(_IndexSlice)
        1    0.000    0.000    0.000    0.000 indexing.py:50(IndexingError)
        1    0.000    0.000    0.000    0.000 indexing.py:54(_NDFrameIndexer)
        4    0.000    0.000    0.000    0.000 indexing.py:59(__init__)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
       35    0.000    0.000    0.000    0.000 inference.py:53(is_list_like)
       12    0.000    0.000    0.000    0.000 inference.py:98(is_sequence)
        1    0.000    0.000    0.000    0.000 info.py:154(<module>)
        1    0.000    0.000    0.000    0.000 info.py:184(<module>)
        1    0.000    0.000    0.000    0.000 info.py:20(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:86(<module>)
       10    0.000    0.000    0.001    0.000 inspect.py:1052(getfullargspec)
     1365    0.000    0.000    0.001    0.000 inspect.py:158(isfunction)
      321    0.001    0.000    0.004    0.000 inspect.py:1751(_signature_bound_method)
      573    0.005    0.000    0.012    0.000 inspect.py:2066(_signature_from_function)
  894/573    0.003    0.000    0.021    0.000 inspect.py:2147(_signature_from_callable)
        1    0.000    0.000    0.000    0.000 inspect.py:2342(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2346(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2350(_ParameterKind)
        1    0.000    0.000    0.000    0.000 inspect.py:2368(Parameter)
     1415    0.002    0.000    0.003    0.000 inspect.py:2400(__init__)
     2677    0.000    0.000    0.000    0.000 inspect.py:2449(name)
     1479    0.000    0.000    0.000    0.000 inspect.py:2453(default)
